ticker,n_train,n_test,train_auc,test_auc,rank_ic,hit_rate,pct_positive,gap,test_start,test_end
KODK,1676,719,0.6318,0.6148,0.182,0.701,0.299,0.017,2022-02-18,2024-12-30
QQQ,1676,719,0.596,0.5795,0.1292,0.587,0.327,0.0164,2022-02-18,2024-12-30
SPY,1676,719,0.6632,0.6303,0.2142,0.591,0.342,0.0329,2022-02-18,2024-12-30
