ticker,n_train,n_test,train_auc,test_auc,rank_ic,hit_rate,pct_positive,gap,test_start,test_end
GLD,1676,719,0.5266,0.5205,0.0347,0.602,0.398,0.0061,2022-02-18,2024-12-30
IWM,1677,719,0.5146,0.545,0.0701,0.719,0.281,-0.0305,2022-02-22,2024-12-31
JOE,1677,719,0.5036,0.571,0.1096,0.726,0.274,-0.0674,2022-02-22,2024-12-31
QQQ,1676,719,0.59,0.579,0.1284,0.673,0.327,0.0109,2022-02-18,2024-12-30
SPY,1718,737,0.6324,0.5836,0.1368,0.664,0.336,0.0488,2022-04-21,2025-03-31
TLT,1677,719,0.6315,0.5967,0.1479,0.734,0.266,0.0348,2022-02-22,2024-12-31
