ticker,n_train,n_test,train_auc,test_auc,rank_ic,hit_rate,pct_positive,gap,test_start,test_end
KODK,1691,725,0.8099,0.5887,0.1409,0.659,0.301,0.2212,2022-02-10,2024-12-30
QQQ,1691,725,0.5925,0.6758,0.285,0.661,0.324,-0.0832,2022-02-10,2024-12-30
SPY,1691,725,0.9654,0.9836,0.7931,0.92,0.339,-0.0181,2022-02-10,2024-12-30
