Date,Equity,DrawdownPct,DrawdownDuration,DailyReturn
2015-03-25,100000.0,0.0,,0.0
2015-03-26,100000.0,0.0,,0.0
2015-03-27,100000.0,0.0,,0.0
2015-03-30,100000.0,0.0,,0.0
2015-03-31,100000.0,0.0,,0.0
2015-04-01,100000.0,0.0,,0.0
2015-04-02,100000.0,0.0,,0.0
2015-04-06,100000.0,0.0,,0.0
2015-04-07,100000.0,0.0,,0.0
2015-04-08,100000.0,0.0,,0.0
2015-04-09,100000.0,0.0,,0.0
2015-04-10,100000.0,0.0,,0.0
2015-04-13,100000.0,0.0,,0.0
2015-04-14,100000.0,0.0,,0.0
2015-04-15,100000.0,0.0,,0.0
2015-04-16,100000.0,0.0,,0.0
2015-04-17,100000.0,0.0,,0.0
2015-04-20,100000.0,0.0,,0.0
2015-04-21,100000.0,0.0,,0.0
2015-04-22,100000.0,0.0,,0.0
2015-04-23,100000.0,0.0,,0.0
2015-04-24,100000.0,0.0,,0.0
2015-04-27,100000.0,0.0,,0.0
2015-04-28,100000.0,0.0,,0.0
2015-04-29,100000.0,0.0,,0.0
2015-04-30,100000.0,0.0,,0.0
2015-05-01,100000.0,0.0,,0.0
2015-05-04,100000.0,0.0,,0.0
2015-05-05,100000.0,0.0,,0.0
2015-05-06,100000.0,0.0,,0.0
2015-05-07,100000.0,0.0,,0.0
2015-05-08,100000.0,0.0,,0.0
2015-05-11,100000.0,0.0,,0.0
2015-05-12,100000.0,0.0,,0.0
2015-05-13,100000.0,0.0,,0.0
2015-05-14,100000.0,0.0,,0.0
2015-05-15,100000.0,0.0,,0.0
2015-05-18,100000.0,0.0,,0.0
2015-05-19,100000.0,0.0,,0.0
2015-05-20,100000.0,0.0,,0.0
2015-05-21,100000.0,0.0,,0.0
2015-05-22,100000.0,0.0,,0.0
2015-05-26,100000.0,0.0,,0.0
2015-05-27,100000.0,0.0,,0.0
2015-05-28,100000.0,0.0,,0.0
2015-05-29,100000.0,0.0,,0.0
2015-06-01,100000.0,0.0,,0.0
2015-06-02,100000.0,0.0,,0.0
2015-06-03,100000.0,0.0,,0.0
2015-06-04,100000.0,0.0,,0.0
2015-06-05,100000.0,0.0,,0.0
2015-06-08,100000.0,0.0,,0.0
2015-06-09,99980.17880838012,0.00019821191619873169,,-0.00019821191619873169
2015-06-10,99742.4567319641,0.00257543268035898,,-0.002377692051057756
2015-06-11,99677.8011838684,0.003221988161315914,,-0.0006482249406534191
2015-06-12,99831.84277932739,0.0016815722067261563,,0.0015453951996275972
2015-06-15,99917.41931741333,0.0008258068258667484,,0.0008572068360503948
2015-06-16,99809.01877420043,0.001909812257995691,,-0.0010849013510699779
2015-06-17,99776.69360940551,0.0022330639059449098,,-0.00032387017918744654
2015-06-18,99568.43869607543,0.004315613039245658,,-0.002087210006630702
2015-06-19,99658.2630979309,0.003417369020691008,,0.0009021372940238859
2015-06-22,99555.06714456176,0.0044493285543824035,,-0.001035498213206143
2015-06-23,99540.73886697387,0.0045926113302612315,,-0.00014392313720290595
2015-06-24,99687.88855569458,0.003121114443054296,,0.0014782860806101805
2015-06-25,99749.03900735473,0.0025096099264526606,,0.0006134190677133944
2015-06-26,99752.86069314575,0.0024713930685424934,,3.831300861678599e-05
2015-06-29,100173.28265969848,0.0,21 days,0.004214635686950574
2015-06-30,100132.19562356567,0.00041015962581947285,,-0.00041015962581947285
2015-07-01,99974.53412454223,0.001984047341559325,,-0.0015745335258217086
2015-07-02,99992.6927854309,0.0018027748464733984,,0.0001816328632855413
2015-07-06,100049.06134622192,0.0012400643183329008,,0.0005637268006370988
2015-07-07,99924.84873025512,0.002480041812020106,,-0.0012415170546873355
2015-07-08,100258.32517068481,0.0,9 days,0.0033372724068854165
2015-07-09,100222.97327249145,0.0003526081064407771,,-0.0003526081064407771
2015-07-10,99976.45105569458,0.002811478393543454,,-0.002459737610523871
2015-07-13,99757.63040750122,0.004994046752039627,,-0.0021887219028354776
2015-07-14,99670.68488137817,0.005861261778572602,,-0.0008715676762557356
2015-07-15,99677.37152688598,0.005794567611315915,,6.708738397631642e-05
2015-07-16,99515.89356057739,0.007405186640046746,,-0.001620006264561602
2015-07-17,99498.69162576293,0.007576762763876532,,-0.00017285615592632642
2015-07-20,99488.18677346801,0.007681540619252081,,-0.00010557779326825223
2015-07-21,99568.44043557739,0.006881071810574624,,0.0008066652404883357
2015-07-22,99604.75949685668,0.0065188169931570394,,0.00036476479013236585
2015-07-23,99718.46378152465,0.005384703846200045,,0.0011415547333515352
2015-07-24,99926.7604429016,0.0033071041952749125,,0.0020888474759630515
2015-07-27,100042.37991921997,0.0021538884785597956,,0.0011570421757485239
2015-07-28,99799.67764871215,0.004574657727344111,,-0.0024259945705388253
2015-07-29,99662.08652322387,0.005947023815188079,,-0.001378673045143386
2015-07-30,99657.30637185668,0.005994702163684917,,-4.7963589103416915e-05
2015-07-31,99687.88855569458,0.005689668304543205,,0.0003068734742215362
2015-08-03,99755.72565286254,0.0050130452206000875,,0.0006804948740595229
2015-08-04,99794.90271585083,0.004622284025242118,,0.0003927299684491903
2015-08-05,99728.97211282348,0.005279891290425276,,-0.000660661028099474
2015-08-06,99893.31851785278,0.003640661782556509,,0.0016479304012415597
2015-08-07,99931.5405942688,0.0032594258467780746,,0.0003826289584041298
2015-08-10,99681.19495217895,0.005756431872598333,,-0.002505171446383181
2015-08-11,99862.74503152465,0.003945608890700059,,0.0018213072127877261
2015-08-12,99838.85645120239,0.004183879181786643,,-0.00023921413651029066
2015-08-13,99863.70001809692,0.003936083631120524,,0.0002488366531590014
2015-08-14,99791.0775510559,0.004660437114159199,,-0.0007272158655032834
2015-08-17,99679.28845803833,0.005775447691358293,,-0.0011202313449354406
2015-08-18,99737.57568948364,0.005194077203211078,,0.0005847476677147689
2015-08-19,99896.18695657348,0.003612051303418462,,0.001590285967884908
2015-08-20,100311.83399026489,0.0,43 days,0.0041607897794146975
2015-08-21,100898.51755349731,0.0,,0.005848597716689774
2015-08-24,101694.4545041809,0.0,,0.007888490039128504
2015-08-25,101907.53479592895,0.0,,0.0020952990287124162
2015-08-26,101220.52197854614,0.006741531121899458,,-0.006741531121899458
2015-08-27,100760.91947000122,0.011251526476661833,,-0.0045406059913654095
2015-08-28,100759.9662229309,0.01126088051581331,,-9.460484038159578e-06
2015-08-31,100913.80603616333,0.009751278565962584,,0.001526795005985404
2015-09-01,101477.55252664184,0.004219337364485876,,0.005586415899094144
2015-09-02,101129.75302713012,0.007632230240446347,,-0.00342735403891814
2015-09-03,101116.37277810668,0.007763528176857326,,-0.00013230773954175934
2015-09-04,101399.20361917114,0.004988160863431235,,0.0027970825425582824
2015-09-08,100936.73789041137,0.009526252474477137,,-0.004560841823735284
2015-09-09,101188.99002664184,0.007050948398722445,,0.002499111240392482
2015-09-10,101087.70404641723,0.008044849197396786,,-0.0010009585054455705
2015-09-11,101002.66675393676,0.008879304595133197,,-0.0008412229091820933
2015-09-14,101072.41904275512,0.008194838142696281,,0.0006905984867537907
2015-09-15,100838.31686990356,0.010492039947453513,,-0.002316182545829215
2015-09-16,100673.97568338012,0.012104689952701198,,-0.0016297494010680813
2015-09-17,100716.9639951477,0.011682853511915336,,0.00042700520641769657
2015-09-18,101028.83582131958,0.008622512323244624,,0.0030965173472354834
2015-09-21,100931.8237973938,0.009574473570467812,,-0.0009602409365317977
2015-09-22,101176.75610940551,0.007170997590971395,,0.002426710454607406
2015-09-23,101206.52768533325,0.006878854561632508,,0.00029425311773723095
2015-09-24,101273.76117532348,0.00621910462140618,,0.0006643196988169731
2015-09-25,101278.56741921997,0.0061719418291149575,,4.7457938173733893e-05
2015-09-28,101743.43192117309,0.0016103114954598707,,0.004589959295424384
2015-09-29,101732.86618630981,0.0017139911191936807,,-0.00010384684950937029
2015-09-30,101395.74027078247,0.0050221460677206675,,-0.0033138348319995403
2015-10-01,101347.71262185668,0.00549343260234203,,-0.00047366535120230147
2015-10-02,101072.05722634887,0.008198388580914373,,-0.0027198975524620472
2015-10-05,100738.77039163208,0.01146887133161778,,-0.0032975170770532802
2015-10-06,100804.08347146606,0.01082796602501046,,0.000648341046650458
2015-10-07,100648.49197976684,0.012354756875272876,,-0.0015435038575918325
2015-10-08,100475.59940164184,0.014051320122251743,,-0.001717786076315564
2015-10-09,100464.07694070434,0.014164387923966126,,-0.00011467919580598895
2015-10-12,100445.82608621215,0.014343480221005067,,-0.00018166547733233784
2015-10-13,100567.810400177,0.013146470459076132,,0.0012144288988189533
2015-10-14,100660.00922219848,0.012241740281802027,,0.0009167826330771511
2015-10-15,100366.10819070434,0.015125737349169888,,-0.0029197397632397815
2015-10-16,100277.7449704895,0.0159928294674494,,-0.0008804089528603454
2015-10-19,100268.1446592102,0.016087035566130115,,-9.573720751421266e-05
2015-10-20,100293.1117307434,0.0158420382596679,,0.0002490030270139165
2015-10-21,100414.13062112426,0.01465450202279206,,0.001206652065056657
2015-10-22,100086.61023538208,0.017868399664394796,,-0.003261696174793993
2015-10-23,99870.50147073364,0.01998903544546038,,-0.002159217543087899
2015-10-26,99919.48236672973,0.01950839487168754,,0.0004904440778286112
2015-10-27,99957.90100686645,0.019131399782819414,,0.00038449598843715016
2015-10-28,99732.19367044067,0.021346224593151275,,-0.0022580239696137205
2015-10-29,99743.71613137817,0.021233156791437002,,0.00011553401678465747
2015-10-30,99830.16589944458,0.020384841029118528,,0.0008667189414974796
2015-11-02,99593.88413064575,0.02270343081025672,,-0.0023668373849726754
2015-11-03,99535.2977048645,0.02327832869095392,,-0.0005882532476030322
2015-11-04,99596.76126687622,0.022675197998657137,,0.0006175051808652299
2015-11-05,99616.9342710266,0.02247724399858464,,0.0002025467886082044
2015-11-06,99627.50174539184,0.02237354730543628,,0.00010608110400678328
2015-11-09,99815.75064675903,0.020526295267162986,,0.0018895274705199583
2015-11-10,99769.65384500122,0.02097863475167827,,-0.000461818915943879
2015-11-11,99848.40631692504,0.020205851148566545,,0.0007893429403511565
2015-11-12,100126.94928567504,0.01747255994190766,,0.0027896586337681217
2015-11-13,100347.85733621215,0.01530482964620894,,0.0022062796491164605
2015-11-16,100052.02893655395,0.01820773962485378,,-0.0029480290612189375
2015-11-17,100066.43897073364,0.018066336595052856,,0.00014402540690938714
2015-11-18,99753.32514016723,0.021138865345683655,,-0.0031290593908112063
2015-11-19,99770.60709207153,0.020969280712526794,,0.0001732468755304417
2015-11-20,99697.61063211059,0.021685581623024808,,-0.000731642936617316
2015-11-23,99720.6625119934,0.02145937774193818,,0.00023121797740843775
2015-11-24,99693.77155130004,0.021723253820848387,,-0.00026966287643870324
2015-11-25,99696.65216653442,0.02169498687041982,,2.8894635939247237e-05
2015-11-27,99673.60202615356,0.02192117368209201,,-0.0002312027523487803
2015-11-30,99757.16422097778,0.021101193147860076,,0.0008383583328541722
2015-12-01,99566.03122537231,0.022976746275391036,,-0.0019159826474425268
2015-12-02,99772.53098123168,0.02095040194007869,,0.0020739980625716914
2015-12-03,100052.98914163208,0.01819831730804422,,0.002810975702852936
2015-12-04,99667.8373166809,0.021977741721778132,,-0.0038494784439270235
2015-12-07,99789.82163064575,0.020780731959849197,,0.001223908506986504
2015-12-08,99924.2816526184,0.0194613003570544,,0.001347432230817347
2015-12-09,100078.92163674926,0.017943846476529024,,0.001547571636976608
2015-12-10,100028.01685159301,0.01844336582274997,,-0.0005086464194830054
2015-12-11,100411.24652688598,0.014682803112049614,,0.0038312233647654903
2015-12-14,100313.28647439575,0.015644067190180855,,-0.000975588451279763
2015-12-15,100108.70017068481,0.017651635169532165,,-0.002039473642040046
2015-12-16,99820.55689065551,0.020479132474871764,,-0.002878304078846483
2015-12-17,100125.02539651489,0.017491438714355656,,0.0030501583575905933
2015-12-18,100475.55591409301,0.014051746857614567,,0.003500928126509484
2015-12-21,100316.14621560668,0.015616005072726424,,-0.0015865520427935653
2015-12-22,100139.32410256958,0.017351128127083393,,-0.0017626485835796624
2015-12-23,99895.84427468872,0.01974035114546402,,-0.0024314107376186556
2015-12-24,99928.69824807739,0.01941796111361349,,0.0003288822836147176
2015-12-28,99974.10968606567,0.01897234697841521,,0.0004544384024252057
2015-12-29,99762.51318948364,0.021048704698241827,,-0.00211651293766435
2015-12-30,99904.5435239563,0.019654987003499547,,0.0014236844074175803
2015-12-31,100103.57907693481,0.01770188752584967,,0.00199225726836727
2016-01-04,100378.93875711059,0.014999833347744018,,0.0027507476027821554
2016-01-05,100346.09000222778,0.015322172171351012,,-0.0003272474812898718
2016-01-06,100591.50415628051,0.012913967964035322,,0.0024456772959193795
2016-01-07,101052.37998025512,0.008391477797851654,,0.004581657544941331
2016-01-08,101258.1821958313,0.006371978297757819,,0.0020365894956297925
2016-01-11,101239.8200132141,0.00655216303732542,,-0.0001813402356135585
2016-01-12,101090.06629006958,0.008021668932492232,,-0.0014791978405827022
2016-01-13,101556.73117654418,0.0034423717548192068,,0.004616327831218792
2016-01-14,101257.2132932434,0.006381485961639899,,-0.0029492666791343103
2016-01-15,101655.28613870239,0.002475269936925595,,0.0039313035833423715
2016-01-19,101631.1314145813,0.0027122958268116504,,-0.0002376140487976297
2016-01-20,101863.98810403442,0.000427315722843602,,0.0022911945012522583
2016-01-21,101763.49881570434,0.0014133987296723882,,-0.000986504555736123
2016-01-22,101393.44760720825,0.005044643556044837,,-0.0036363844875878515
2016-01-25,101671.7105161438,0.0023141005251220426,,0.0027443874875772156
2016-01-26,101424.36029641723,0.004741302990787455,,-0.002432832284131603
2016-01-27,101624.36475198364,0.002778695849255497,,0.001971956786139817
2016-01-28,101529.68192117309,0.0037078011504498853,,-0.0009316941959894853
2016-01-29,101084.26853005981,0.00807856129105411,,-0.004387026361996282
2016-02-01,101091.03171365356,0.008012195407439138,,6.69063909952694e-05
2016-02-02,101428.23242776489,0.004703306474088231,,0.003335614528759301
2016-02-03,101318.0767270813,0.005784244217349133,,-0.0010860457492646303
2016-02-04,101289.09314553833,0.0060686548019148745,,-0.00028606525586782894
2016-02-05,101641.75977151489,0.002608001704155427,,0.0034817828358857383
2016-02-08,101886.20328347778,0.00020932223013625517,,0.0024049515918691533
2016-02-09,101885.2378598938,0.00021879575518934935,,-9.475508487621909e-06
2016-02-10,101900.70029275512,6.706572960979429e-05,,0.00015176323073018416
2016-02-11,102133.55002420043,0.0,170 days,0.002285065075866566
2016-02-12,101769.2965757141,0.0035664426469070865,,-0.0035664426469070865
2016-02-16,101464.94287698364,0.0065464007376456745,,-0.00299062397964045
2016-02-17,101165.42499368286,0.009479010866538795,,-0.002951934676235113
2016-02-18,101241.75433938598,0.008731662461582301,,0.0007545003217046542
2016-02-19,101250.4448911438,0.008646572383388174,,8.583960061270268e-05
2016-02-22,100981.84665505981,0.011276445094366427,,-0.0026528104283666254
2016-02-23,101219.53046243286,0.008949258706380081,,0.0023537280733727517
2016-02-24,101134.50186746215,0.009781782347735524,,-0.0008400413890702341
2016-02-25,100908.4187986145,0.011995384722215618,,-0.0022354692481102445
2016-02-26,100951.89417092895,0.011569712919912156,,0.0004308398925685353
2016-02-29,101099.72052590942,0.010122330008562774,,0.001464324728074784
2016-03-01,100660.1048948059,0.014426651468057217,,-0.004348336759159022
2016-03-02,100574.11087625122,0.01526862767014081,,-0.0008543009034667204
2016-03-03,100498.75391213989,0.01600645538780532,,-0.000749268011964288
2016-03-04,100435.94919412231,0.01662138278436298,,-0.0006249303157777053
2016-03-07,100420.4971982727,0.016772674850936142,,-0.00015384925391348503
2016-03-08,100632.08151834106,0.014701031203787629,,0.0021069833945415173
2016-03-09,100537.39346902465,0.015628131547347324,,-0.0009409330293853602
2016-03-10,100521.94147317504,0.015779423613920374,,-0.00015369401688702933
2016-03-11,100210.82806985473,0.018825566661396897,,-0.003094980048742202
2016-03-14,100235.94647805786,0.01857962976605576,,0.00025065562960535637
2016-03-15,100267.83154885864,0.018267439787412854,,0.00031810016187905354
2016-03-16,100154.78827493286,0.019374258006293887,,-0.001127413171099656
2016-03-17,100030.14252297973,0.020594677270322048,,-0.0012445311312622165
2016-03-18,99952.45114724731,0.021355361450143606,,-0.0007766796464833137
2016-03-21,99924.28339212036,0.021631154812073006,,-0.0002818115494281903
2016-03-22,99934.96741311645,0.021526546473348174,,0.00010692116704169585
2016-03-23,100066.08237283325,0.020242786536620927,,0.0013120028265460881
2016-03-24,100074.82510964965,0.020157185509198206,,8.736963223787697e-05
2016-03-28,100063.16696755981,0.0202713315668559,,-0.00011649425394522073
2016-03-29,99880.58710305786,0.022058989632777304,,-0.001824646071427516
2016-03-30,99793.18234841918,0.022914778495672583,,-0.0008750925197154036
2016-03-31,99841.73532693481,0.022439391333431424,,0.0004865360275425612
2016-04-01,99705.7741147766,0.023770601421849835,,-0.0013617673181760548
2016-04-04,99770.8454038391,0.02313348179713215,,0.0006526331061589286
2016-04-05,99970.90900247192,0.021174638708006177,,0.002005231065478341
2016-04-06,99754.33231179809,0.023295163164685717,,-0.002166397133274822
2016-04-07,99994.21311013793,0.020946465814177473,,0.00240471559260258
2016-04-08,99940.79648416137,0.021469473444519327,,-0.0005341971731677164
2016-04-11,99987.41687600708,0.021013008435375458,,0.00046648009107164157
2016-04-12,99802.89224832153,0.022819707875880724,,-0.0018454784957028236
2016-04-13,99600.88910501098,0.02479754124466782,,-0.0020240209352644367
2016-04-14,99599.91672341918,0.024807061931959806,,-9.762780237565494e-06
2016-04-15,99622.25192849731,0.024588375662141115,,0.0002242492344661784
2016-04-18,99480.46164529418,0.025976658779388373,,-0.0014232792419196505
2016-04-19,99416.36795632934,0.026604206621891224,,-0.000644284193145106
2016-04-20,99396.93945901489,0.026794433019679764,,-0.00019542553921292338
2016-04-21,99506.68289773559,0.025719923823683932,,0.0011040927348267005
2016-04-22,99506.68289773559,0.025719923823683932,,0.0
2016-04-25,99541.65210549926,0.02537753674563381,,0.00035142572081925394
2016-04-26,99511.53784768676,0.025672388513787947,,-0.0003025292144095415
2016-04-27,99469.77588479614,0.02608128414975408,,-0.00041966955585137633
2016-04-28,99654.29703347778,0.024274618772530676,,0.0018550473954555002
2016-04-29,99763.07156961059,0.023209596200544858,,0.0010915187741102894
2016-05-02,99603.80277078247,0.024769013246073834,,-0.001596470480732859
2016-05-03,99779.5811826477,0.02304794889627315,,0.0017647761127128625
2016-05-04,99891.26764505004,0.021954415357334445,,0.0011193318420319454
2016-05-05,99895.15021340942,0.021916400734730446,,3.886794562624196e-05
2016-05-06,99822.31552713012,0.022629532573015143,,-0.0007291113344711775
2016-05-09,99805.8024350891,0.02279121394056871,,-0.0001654248546911763
2016-05-10,99557.18411843872,0.02522546122357694,,-0.0024910206679825686
2016-05-11,99746.56369607543,0.023371226473175577,,0.0019022191046647041
2016-05-12,99740.73636453247,0.02342828247036355,,-5.842137640676981e-05
2016-05-13,99915.55457131958,0.02171661958636817,,0.0017527262496657148
2016-05-16,99719.36484353637,0.023637533211094963,,-0.0019635554106158803
2016-05-17,99906.80661599731,0.02180227170871374,,0.001879692803449462
2016-05-18,99900.9810239563,0.021859310674260723,,-5.8310261716321143e-05
2016-05-19,99969.93488137817,0.02118417642693904,,0.0006902220250002422
2016-05-20,99844.6524717102,0.022410829271555577,,-0.0012532008730087307
2016-05-23,99871.8426267395,0.022144607691841012,,0.0002723245998277335
2016-05-24,99613.51093118286,0.02467395965792296,,-0.0025866319150846806
2016-05-25,99476.57907693481,0.026014673401992372,,-0.0013746313423551593
2016-05-26,99470.75000588989,0.02607174643082122,,-5.85974216142926e-05
2016-05-27,99383.34351174926,0.026927552325357484,,-0.0008787155433677141
2016-05-31,99422.1883298645,0.0265472187512672,,0.0003908584350520439
2016-06-01,99380.42810647583,0.026956097355592346,,-0.00042002921168982077
2016-06-02,99318.27396218872,0.027564654918434184,,-0.0006254163467731555
2016-06-03,99379.45572488403,0.02696561804288433,,0.0006160171764422184
2016-06-06,99284.34922807127,0.02789681544853828,,-0.0009570035991749437
2016-06-07,99284.34922807127,0.02789681544853828,,0.0
2016-06-08,99284.34922807127,0.02789681544853828,,0.0
2016-06-09,99284.34922807127,0.02789681544853828,,0.0
2016-06-10,99284.34922807127,0.02789681544853828,,0.0
2016-06-13,99284.34922807127,0.02789681544853828,,0.0
2016-06-14,99284.34922807127,0.02789681544853828,,0.0
2016-06-15,99284.34922807127,0.02789681544853828,,0.0
2016-06-16,99284.34922807127,0.02789681544853828,,0.0
2016-06-17,99284.34922807127,0.02789681544853828,,0.0
2016-06-20,99284.34922807127,0.02789681544853828,,0.0
2016-06-21,99284.34922807127,0.02789681544853828,,0.0
2016-06-22,99284.34922807127,0.02789681544853828,,0.0
2016-06-23,99284.34922807127,0.02789681544853828,,0.0
2016-06-24,99284.34922807127,0.02789681544853828,,0.0
2016-06-27,99284.34922807127,0.02789681544853828,,0.0
2016-06-28,99284.34922807127,0.02789681544853828,,0.0
2016-06-29,99284.34922807127,0.02789681544853828,,0.0
2016-06-30,99284.34922807127,0.02789681544853828,,0.0
2016-07-01,99284.34922807127,0.02789681544853828,,0.0
2016-07-05,99284.34922807127,0.02789681544853828,,0.0
2016-07-06,99284.34922807127,0.02789681544853828,,0.0
2016-07-07,99284.34922807127,0.02789681544853828,,0.0
2016-07-08,99284.34922807127,0.02789681544853828,,0.0
2016-07-11,99284.34922807127,0.02789681544853828,,0.0
2016-07-12,99284.34922807127,0.02789681544853828,,0.0
2016-07-13,99284.34922807127,0.02789681544853828,,0.0
2016-07-14,99284.34922807127,0.02789681544853828,,0.0
2016-07-15,99284.34922807127,0.02789681544853828,,0.0
2016-07-18,99284.34922807127,0.02789681544853828,,0.0
2016-07-19,99284.34922807127,0.02789681544853828,,0.0
2016-07-20,99284.34922807127,0.02789681544853828,,0.0
2016-07-21,99284.34922807127,0.02789681544853828,,0.0
2016-07-22,99284.34922807127,0.02789681544853828,,0.0
2016-07-25,99284.34922807127,0.02789681544853828,,0.0
2016-07-26,99284.34922807127,0.02789681544853828,,0.0
2016-07-27,99284.34922807127,0.02789681544853828,,0.0
2016-07-28,99284.34922807127,0.02789681544853828,,0.0
2016-07-29,99284.34922807127,0.02789681544853828,,0.0
2016-08-01,99284.34922807127,0.02789681544853828,,0.0
2016-08-02,99284.34922807127,0.02789681544853828,,0.0
2016-08-03,99284.34922807127,0.02789681544853828,,0.0
2016-08-04,99284.34922807127,0.02789681544853828,,0.0
2016-08-05,99284.34922807127,0.02789681544853828,,0.0
2016-08-08,99232.7552264087,0.028401977578419557,,-0.0005196589599841817
2016-08-09,99244.54953793214,0.028286498271956173,,0.0001188550241957298
2016-08-10,99195.53812435792,0.028766374018589946,,-0.0004938448892398695
2016-08-11,99287.21738461182,0.027868733035463666,,0.0009242276617218437
2016-08-12,99269.96747616456,0.02803762864756343,,-0.0001737374548472781
2016-08-15,99327.15177181887,0.027477731379322412,,0.0005760482964602964
2016-08-16,99224.5855791919,0.02848196742715059,,-0.001032609823168884
2016-08-17,99261.79621151612,0.02811763433273251,,0.0003750142377214605
2016-08-18,99306.27881649659,0.027682100612716698,,0.0004481341933977312
2016-08-19,99277.23297909425,0.027966491367717894,,-0.00029248742122356397
2016-08-22,99276.32559994387,0.02797537560947949,,-9.139851334993843e-06
2016-08-23,99316.26160458253,0.02758435811690041,,0.00040227117993452133
2016-08-24,99214.59793881104,0.028579757432281028,,-0.0010236356476671649
2016-08-25,99200.98563412354,0.02871303689514393,,-0.0001372006233991696
2016-08-26,99163.7620623462,0.029077496681066628,,-0.00037523389046389966
2016-08-29,99260.89044979739,0.028126502738055947,,0.000979474612814002
2016-08-30,99228.21509579346,0.028446430460103977,,-0.00032918658956060387
2016-08-31,99171.93656185792,0.028997459323021335,,-0.0005671626147988329
2016-09-01,99172.84879330324,0.028988527571945255,,9.198483734040863e-06
2016-09-02,99261.79621151612,0.02811763433273251,,0.0008968928420949318
2016-09-06,99321.70911434815,0.02753102099345439,,0.0006035847135423822
2016-09-07,99319.88950375245,0.027548836986291847,,-1.8320371366176147e-05
2016-09-08,99274.50760677979,0.027993175765879008,,-0.0004569265753254781
2016-09-09,98799.76715878175,0.032641407888286955,,-0.004782098238940269
2016-09-12,99077.53516415284,0.02992175303143263,,0.0028114236840730555
2016-09-13,98795.23349789309,0.032685797424218954,,-0.002849300457384518
2016-09-14,98787.9647601001,0.0327569663769407,,-7.357377006589338e-05
2016-09-15,98981.31739071534,0.03086383105980528,,0.0019572488519707942
2016-09-16,98905.77686337159,0.031603456063791224,,-0.0007631796518282608
2016-09-19,98909.42093685792,0.03156777656880194,,3.684388922353676e-05
2016-09-20,98910.33478573489,0.03155882898128781,,9.239250096770846e-06
2016-09-21,99129.2913592212,0.02941500284938081,,0.002213687517695906
2016-09-22,99253.3629229419,0.028200205520870214,,0.001251613544487995
2016-09-23,99144.80091122315,0.029263147244652732,,-0.00109378673449112
2016-09-26,98985.1458514087,0.0308263462108751,,-0.001610322057708391
2016-09-27,99106.48072079346,0.029638344135592187,,0.0012257886609259305
2016-09-28,99204.10404232667,0.028682504242529827,,0.0009850346901958407
2016-09-29,99025.28726986574,0.030433317490659917,,-0.001802513859553878
2016-09-30,99173.08008602784,0.028986262961300358,,0.0014924755104150922
2016-10-03,99125.64243343995,0.029450729853684354,,-0.00047833194801194523
2016-10-04,99025.28726986574,0.030433317490659917,,-0.0010124036637804146
2016-10-05,99111.9524920337,0.029584769465574978,,0.0008751827392510236
2016-10-06,99125.64243343995,0.029450729853684354,,0.0001381260389088368
