Date,Close,High,Low,Open,Volume
2015-01-02,94.66507720947266,95.82378591788782,94.20527016185112,95.41916048692802,31314600
2015-01-05,93.27644348144533,94.3615882260244,93.00975459329224,94.25123202593076,36521300
2015-01-06,92.0257568359375,93.57070837026237,91.61193341371168,93.41437570107456,66205500
2015-01-07,93.21208190917967,93.43278731960793,92.41201514924192,92.63272757576864,37577400
2015-01-08,94.99614715576172,95.18006718446102,93.90180404153254,94.00296216214696,40212600
2015-01-09,94.37077331542967,95.31797443328809,93.81899940715395,95.29038714109365,41410100
2015-01-12,93.38682556152344,94.6558906418528,93.1477239031079,94.55473251775774,34129800
2015-01-13,93.35921478271484,95.29040989053615,92.60513154628592,94.29722503784492,56162300
2015-01-14,92.84423828125,93.32244154013908,92.02578229717705,92.42121663906276,51354200
2015-01-15,91.63954162597656,93.4235881147602,91.52918541401225,93.27645351490617,51005400
2015-01-16,92.71546173095705,92.8350089974804,91.37282644377792,91.51996100133772,35362200
2015-01-20,93.45115661621094,93.69025115194196,92.22806858182372,93.27642774955665,30964100
2015-01-21,93.92935943603516,94.37077717750115,92.84421479669888,93.17527634877416,40128800
2015-01-22,95.66744232177734,95.76860042203354,93.46956544547984,94.29721944025876,40887200
2015-01-23,95.87895965576172,96.1732358614136,95.38236724320576,95.65824723944918,34783000
2015-01-26,95.76860809326172,95.94333701062725,95.28121376176688,95.76860809326172,19960900
2015-01-27,93.28564453125,94.3156077002576,92.97297212915991,94.2604331065173,45253200
2015-01-28,92.80745697021484,94.88578688317897,92.78906777456872,94.78462876687767,43591700
2015-01-29,93.69947052001952,93.8741994263295,91.9246152076068,92.73387300717758,46539700
2015-01-30,92.97299194335938,94.33402401316256,92.84424651979548,93.6167260772782,42927600
2015-02-02,93.78223419189452,93.8649960800946,91.73149198573202,93.18448371809129,43624700
2015-02-03,94.68345642089844,94.74782912013409,93.5063516256767,94.12249132066026,30750400
2015-02-04,94.6006851196289,95.22602285690552,94.08569656086756,94.29721084651732,34073200
2015-02-05,95.41915893554688,95.48353164052334,94.6007029653754,94.83979757466015,23605500
2015-02-06,94.83980560302734,95.79620516942327,94.4995528548196,95.56630162988868,34169300
2015-02-09,94.5363311767578,94.98694011596083,94.30642765445646,94.47195847115738,22604700
