Date,Close,High,Low,Open,Volume
2023-06-12 13:30:00+00:00,65.99166870117188,66.37000274658203,65.99166870117188,66.36666870117188,0
2023-06-12 14:30:00+00:00,65.90166473388672,65.90166473388672,65.90166473388672,65.90166473388672,893
2023-06-12 15:30:00+00:00,65.91333770751953,65.91333770751953,65.90666961669922,65.90666961669922,761
2023-06-12 16:30:00+00:00,66.86499786376953,66.86499786376953,66.2066650390625,66.32333374023438,3823
2023-06-12 17:30:00+00:00,66.68333435058594,66.68333435058594,65.9150619506836,66.35333251953125,3076
2023-06-12 18:30:00+00:00,66.99832916259766,67.01000213623047,66.6933364868164,66.6933364868164,2302
2023-06-12 19:30:00+00:00,66.58333587646484,66.93333435058594,66.2733383178711,66.93333435058594,6618
2023-06-13 13:30:00+00:00,66.7066650390625,67.04166412353516,65.79666900634766,66.34333038330078,3334
2023-06-13 14:30:00+00:00,65.27666473388672,66.79000091552734,65.27666473388672,66.79000091552734,2989
2023-06-13 15:30:00+00:00,65.50666809082031,65.6383285522461,64.88333129882812,65.1433334350586,4297
2023-06-13 16:30:00+00:00,65.71833038330078,65.96333312988281,65.58000183105469,65.83499908447266,2905
2023-06-13 17:30:00+00:00,65.31666564941406,65.8066635131836,65.31666564941406,65.55500030517578,2183
2023-06-13 18:30:00+00:00,65.5,65.5,65.1866683959961,65.32333374023438,7867
2023-06-13 19:30:00+00:00,65.4566650390625,65.58666229248047,65.1933364868164,65.1933364868164,7939
2023-06-14 13:30:00+00:00,65.13500213623047,65.25167083740234,64.34333038330078,65.13999938964844,3204
2023-06-14 14:30:00+00:00,64.50333404541016,64.67666625976562,64.26667022705078,64.40666961669922,4529
2023-06-14 15:30:00+00:00,65.33000183105469,65.33000183105469,64.16666412353516,64.16666412353516,4152
2023-06-14 16:30:00+00:00,63.78666687011719,65.05333709716797,63.77000045776367,64.93333435058594,6468
2023-06-14 17:30:00+00:00,63.97666549682617,64.09166717529297,63.630001068115234,63.85667037963867,4106
2023-06-14 18:30:00+00:00,63.79666519165039,64.39666748046875,63.79666519165039,63.93666458129883,4731
