Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-02,20.443978665358458,20.724997534287777,19.96390830036356,20.56106948852539,13767900,0.0,0.0
2013-01-03,20.490814498608835,20.490814498608835,19.99903486130936,20.39128875732422,16739300,0.0,0.0
2013-01-04,20.268347385547518,20.426419691759257,20.051730773326447,20.13369369506836,21372100,0.0,0.0
2013-01-07,19.993180630112253,20.754267552637383,19.993180630112253,20.17466926574707,17897100,0.0,0.0
2013-01-08,20.07514357413485,20.280050819136626,19.530673199334164,19.735580444335938,17863300,0.0,0.0
2013-01-09,19.67703923978503,19.87609298041318,19.67703923978503,19.846820831298828,18800400,0.0,0.0
2013-01-10,19.706305586173745,19.905359268188477,19.513107672250683,19.905359268188477,15658100,0.0,0.0
2013-01-11,19.899443879899902,20.083095410190865,19.75726168549572,20.0534725189209,11191500,0.4,0.0
2013-01-14,20.148257196300822,20.290439371659275,20.023849205305307,20.19565200805664,11584900,0.0,0.0
2013-01-15,19.970530728659188,20.568877784292685,19.970530728659188,20.497785568237305,13040200,0.0,0.0
2013-01-16,20.420771818478386,21.054662704467773,20.40892311613451,21.054662704467773,16512700,0.0,0.0
2013-01-17,21.179069343176554,21.741870239242715,21.179069343176554,21.575990676879883,14424800,0.0,0.0
2013-01-18,21.581912399517517,22.109167098999023,21.350868408500528,22.109167098999023,17842200,0.0,0.0
2013-01-22,21.907747541696793,22.067701623309834,21.285705397585247,21.575990676879883,15809700,0.0,0.0
2013-01-23,21.86627703646646,22.41722920121966,21.623384316729677,22.393531799316406,10981600,0.0,0.0
2013-01-24,22.38760832794523,22.82007573824506,22.055851484742842,22.192108154296875,11327100,0.0,0.0
2013-01-25,22.227660467682547,22.417235213938795,21.706328785523255,22.275053024291992,8934600,0.0,0.0
2013-01-28,22.304670860259403,22.435002056333825,21.7477931919014,21.854429244995117,7140100,0.0,0.0
2013-01-29,21.747790560881253,22.192106641716023,21.47527724034729,22.10324478149414,8838500,0.0,0.0
2013-01-30,21.807028592681718,22.23357038658719,21.807028592681718,21.87811851501465,10841800,0.0,0.0
2013-01-31,21.82480887985843,21.87812690703685,21.487128794364665,21.735944747924805,10720700,0.0,0.0
2013-02-01,21.824806473478535,22.03807855867708,21.635231788837277,22.026229858398438,9527500,0.0,0.0
2013-02-04,21.706328344176114,22.097326532868248,21.653010306631316,22.085477828979492,6348000,0.0,0.0
2013-02-05,22.168407571243144,22.352059017716584,22.026227701638394,22.038076400756836,7284400,0.0,0.0
2013-02-06,21.8958988120609,22.085473517453817,21.836657564091393,22.002534866333008,5738900,0.0,0.0
2013-02-07,22.25727632894557,22.25727632894557,21.208689967199245,21.575990676879883,9872500,0.0,0.0
2013-02-08,21.54635923155945,21.575979840705685,21.226453488909417,21.475269317626953,13858700,0.0,0.0
2013-02-11,21.40419518362031,21.43381581460392,21.17907432030817,21.23831558227539,6032100,0.0,0.0
2013-02-12,21.190926700946815,21.26794216279249,20.8532464773515,20.983577728271484,7473800,0.0,0.0
2013-02-13,20.9835743421473,21.072438496083798,20.823622480916505,20.894712448120117,4859800,0.0,0.0
2013-02-14,20.764373099512923,21.75964139917897,20.740675697161667,21.664854049682617,7570100,0.0,0.0
2013-02-15,21.878127760382636,22.399459350916093,21.878127760382636,22.263202667236328,13296300,0.0,0.0
2013-02-19,22.239507694261572,22.707521306698034,21.9847662221713,22.62458038330078,8292700,0.0,0.0
2013-02-20,22.606803890878933,23.18145345738924,22.280972524472258,22.873394012451172,8096400,0.0,0.0
2013-02-21,22.80230341851241,23.122209295397134,22.62457516924376,22.974103927612305,7260900,0.0,0.0
2013-02-22,22.980032745624733,23.0155765927142,22.594957829490248,22.78453254699707,4490400,0.0,0.0
2013-02-25,22.8319244391144,22.873393762026215,22.138790130615234,22.138790130615234,4665600,0.0,0.0
2013-02-26,22.275047715684877,22.275047715684877,21.895898313531575,21.97291374206543,4463000,0.0,0.0
2013-02-27,21.901829562594234,21.907752784852867,21.5641493961197,21.759647369384766,12238400,0.0,0.0
2013-02-28,21.71817520921031,22.00253729873621,21.62338784603501,21.872203826904297,10321000,0.0,0.0
2013-03-01,21.801116514743715,22.553492289947542,21.653011100567593,22.399463653564453,8929400,0.0,0.0
2013-03-04,22.233586097150248,22.660130452365816,22.233586097150248,22.654207229614258,5420800,0.0,0.0
2013-03-05,22.77860301979881,22.849692954206237,22.091394294104944,22.221725463867188,6650400,0.0,0.0
2013-03-06,22.25135230697454,22.42907830462066,22.13879077586868,22.357988357543945,5489500,0.0,0.0
2013-03-07,22.304670084558584,22.517939923420297,22.180259853670112,22.209882736206055,4442500,0.0,0.0
2013-03-08,22.298747287814273,22.304672768998067,22.014385208532783,22.121021270751953,4114500,0.0,0.0
2013-03-11,22.067700930352757,22.600881185653613,21.966990359856307,22.316516876220703,4614400,0.0,0.0
2013-03-12,22.334292493601275,22.689744513377047,21.949217588920167,22.020307540893555,6523900,0.0,0.0
2013-03-13,22.038081723818525,22.26912576266366,21.943294367884395,22.020307540893555,3710600,0.0,0.0
2013-03-14,22.1743349818094,22.269122323103222,21.836654937205886,22.25135040283203,9859700,0.0,0.0
2013-03-15,22.180265505806666,22.83193066921244,22.085478133299727,22.8082332611084,12208300,0.0,0.0
2013-03-18,22.54163907062127,22.802305993702607,22.506095224680227,22.6068058013916,5178700,0.0,0.0
2013-03-19,22.660121666565235,22.748985792750503,22.41722894955526,22.72528839111328,5108400,0.0,0.0
2013-03-20,22.808229164072504,23.21699921084845,22.754911135370527,23.139986038208008,7072900,0.0,0.0
2013-03-21,22.997803147339738,23.08666727900081,22.796379740828883,22.802305221557617,4736100,0.0,0.0
2013-03-22,22.84970793467439,23.08667755126953,22.689753782459135,23.08667755126953,3323400,0.0,0.0
2013-03-25,23.175534914053323,23.412504484140033,23.062975611212256,23.29401969909668,6065000,0.0,0.0
2013-03-26,23.442126189476706,24.004927249286638,23.442126189476706,23.82127571105957,7249500,0.0,0.0
2013-03-27,23.82719778633868,23.86866711808752,23.495440872438888,23.785728454589844,4274800,0.0,0.0
2013-03-28,23.850891319296124,24.170799508206166,23.566529238012397,24.158950805664062,7263400,0.0,0.0
2013-04-01,23.673163662809937,24.372221245057144,23.673163662809937,24.36037254333496,5740000,0.0,0.0
